time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,Latitude,Longitude,Speed (m/s)
0.064854,0.0678,0.9369,0.2674,0,0,0,0,0,0,0,0,0
0.065143,0.0274,0.9194,0.2708,0,0,0,0,0,0,49.27255511,-122.9764584,0
0.065403,0.0274,0.9194,0.2708,0,0,0,0,0,0,49.27255511,-122.9764584,0
0.082409,0.026,0.923,0.2755,0,0,0,0,0,0,49.27255511,-122.9764584,0
0.091194,0.0636,0.9294,0.2736,0,0,0,0,0,0,49.27255511,-122.9764584,0
0.092196,0.0636,0.9294,0.2736,0,0,0,0,0,0,49.27255511,-122.9764584,0
0.114389,0.0636,0.9294,0.2736,0,0,0,-0.0211,0.0383,-0.0484,49.27255511,-122.9764584,0
0.115439,0.0428,0.927,0.2577,0,0,0,-0.0211,0.0383,-0.0484,49.27255511,-122.9764584,0
0.134626,0.0634,0.9253,0.2552,0,0,0,-0.0211,0.0383,-0.0484,49.27255511,-122.9764584,0
0.150063,0.0634,0.9433,0.2689,0,0,0,-0.0211,0.0383,-0.0484,49.27255511,-122.9764584,0
0.171581,0.0634,0.9433,0.2689,0,0,0,-0.0211,0.0383,-0.0484,49.27255511,-122.9764584,0
0.173873,0.0194,0.9319,0.2559,0,0,0,-0.0211,0.0383,-0.0484,49.27255511,-122.9764584,0
0.182897,0.0194,0.9319,0.2559,0,0,0,-0.0397,0.0987,-0.0728,49.27255511,-122.9764584,0
0.203001,0.0216,0.9303,0.2546,0,0,0,-0.0397,0.0987,-0.0728,49.27255511,-122.9764584,0
0.205813,-0.0009,0.9189,0.2485,0,0,0,-0.0397,0.0987,-0.0728,49.27255511,-122.9764584,0
0.207757,-0.0009,0.9189,0.2485,0,0,0,-0.0397,0.0987,-0.0728,49.27255511,-122.9764584,0
0.251923,-0.0009,0.9189,0.2485,0,0,0,-0.0959,0.1478,-0.0289,49.27255511,-122.9764584,0
0.255124,-0.0009,0.9189,0.2485,0,0,0,-0.0959,0.1478,-0.0289,49.27255511,-122.9764584,0
0.257909,-0.0089,0.9092,0.2297,0,0,0,-0.0959,0.1478,-0.0289,49.27255511,-122.9764584,0
0.260374,0.021,0.9359,0.2662,0,0,0,-0.0959,0.1478,-0.0289,49.27255511,-122.9764584,0
0.268501,0.0231,0.935,0.2685,0,0,0,-0.0959,0.1478,-0.0289,49.27255511,-122.9764584,0
0.271362,0.0231,0.935,0.2685,0,0,0,-0.0959,0.1478,-0.0289,49.27255511,-122.9764584,0
0.273739,0.0231,0.935,0.2685,-0.1692,0.0055,-0.0658,-0.0959,0.1478,-0.0289,49.27255511,-122.9764584,0
0.276139,0.0231,0.935,0.2685,-0.1692,0.0055,-0.0658,-0.0959,0.1478,-0.0289,49.27255511,-122.9764584,0
0.282435,0.0061,0.9419,0.2485,-0.1692,0.0055,-0.0658,-0.0959,0.1478,-0.0289,49.27255511,-122.9764584,0
0.310761,0.0061,0.9419,0.2485,-0.1692,0.0055,-0.0658,-0.0959,0.1478,-0.0289,49.27255511,-122.9764584,0
0.314011,-0.0181,0.9182,0.2809,-0.1692,0.0055,-0.0658,-0.0959,0.1478,-0.0289,49.27255511,-122.9764584,0
0.32029,-0.0181,0.9182,0.2809,-0.1692,0.0055,-0.0658,-0.1523,0.1781,0.0327,49.27255511,-122.9764584,0
0.336705,-0.0479,0.8922,0.313,-0.1692,0.0055,-0.0658,-0.1523,0.1781,0.0327,49.27255511,-122.9764584,0
0.339335,-0.033,0.8967,0.3473,-0.1692,0.0055,-0.0658,-0.1523,0.1781,0.0327,49.27255511,-122.9764584,0
0.340945,-0.033,0.8967,0.3473,-0.1357,0.0102,-0.1034,-0.1523,0.1781,0.0327,49.27255511,-122.9764584,0
0.371011,-0.033,0.8967,0.3473,-0.1357,0.0102,-0.1034,-0.1523,0.1781,0.0327,49.27255511,-122.9764584,0
0.373123,-0.0068,0.9058,0.3215,-0.1357,0.0102,-0.1034,-0.1523,0.1781,0.0327,49.27255511,-122.9764584,0
0.385948,-0.0484,0.9135,0.2567,-0.1357,0.0102,-0.1034,-0.1523,0.1781,0.0327,49.27255511,-122.9764584,0
0.388327,-0.0484,0.9135,0.2567,-0.1357,0.0102,-0.1034,-0.1823,0.06,0.1275,49.27255511,-122.9764584,0
0.405744,0.014,0.9147,0.2844,-0.1357,0.0102,-0.1034,-0.1823,0.06,0.1275,49.27255511,-122.9764584,0
0.40788,0.014,0.9147,0.2844,-0.4137,-0.1151,0.2189,-0.1823,0.06,0.1275,49.27255511,-122.9764584,0
0.417787,0.0401,0.9138,0.3198,-0.4137,-0.1151,0.2189,-0.1823,0.06,0.1275,49.27255511,-122.9764584,0
0.449771,0.0772,0.9313,0.3342,-0.4137,-0.1151,0.2189,-0.1823,0.06,0.1275,49.27255511,-122.9764584,0
0.453916,0.0772,0.9313,0.3342,-0.4137,-0.1151,0.2189,-0.1823,0.06,0.1275,49.27255511,-122.9764584,0
0.456799,0.0772,0.9313,0.3342,-0.4137,-0.1151,0.2189,-0.1823,0.06,0.1275,49.27255511,-122.9764584,0
0.459845,0.0772,0.9313,0.3342,-0.4137,-0.1151,0.2189,-0.2401,0.0389,0.1779,49.27255511,-122.9764584,0
0.4679,-0.0222,0.9545,0.2617,-0.4137,-0.1151,0.2189,-0.2401,0.0389,0.1779,49.27255511,-122.9764584,0
0.472587,0.0249,0.8354,0.2763,-0.4137,-0.1151,0.2189,-0.2401,0.0389,0.1779,49.27255511,-122.9764584,0
0.475517,0.0249,0.8354,0.2763,-0.2299,-0.0371,-0.0453,-0.2401,0.0389,0.1779,49.27255511,-122.9764584,0
0.510083,0.0575,0.8568,0.3748,-0.2299,-0.0371,-0.0453,-0.2401,0.0389,0.1779,49.27255511,-122.9764584,0
0.512779,0.0575,0.8568,0.3748,-0.2299,-0.0371,-0.0453,-0.2401,0.0389,0.1779,49.27255511,-122.9764584,0
0.520745,0.0575,0.8568,0.3748,-0.2299,-0.0371,-0.0453,-0.2934,-0.0009,0.2178,49.27255511,-122.9764584,0
0.523211,0.0608,0.9918,0.2966,-0.2299,-0.0371,-0.0453,-0.2934,-0.0009,0.2178,49.27255511,-122.9764584,0
0.541584,0.2009,0.9489,0.3825,-0.2299,-0.0371,-0.0453,-0.2934,-0.0009,0.2178,49.27255511,-122.9764584,0
0.543875,0.2009,0.9489,0.3825,-0.0071,-0.009,-0.1004,-0.2934,-0.0009,0.2178,49.27255511,-122.9764584,0
0.570835,0.1,0.8862,0.3426,-0.0071,-0.009,-0.1004,-0.2934,-0.0009,0.2178,49.27255511,-122.9764584,0
0.573071,-0.0354,0.8502,0.3863,-0.0071,-0.009,-0.1004,-0.2934,-0.0009,0.2178,49.27255511,-122.9764584,0
0.57498,-0.0354,0.8502,0.3863,-0.0071,-0.009,-0.1004,-0.2934,-0.0009,0.2178,49.27255511,-122.9764584,0
0.589132,-0.0354,0.8502,0.3863,-0.0071,-0.009,-0.1004,-0.3263,0.2978,0.0786,49.27255511,-122.9764584,0
0.609451,-0.1275,0.8708,0.3008,-0.0071,-0.009,-0.1004,-0.3263,0.2978,0.0786,49.27255511,-122.9764584,0
0.61261,0.029,0.8812,0.4417,-0.0071,-0.009,-0.1004,-0.3263,0.2978,0.0786,49.27255511,-122.9764584,0
0.615143,0.029,0.8812,0.4417,0.588,0.2135,0.1345,-0.3263,0.2978,0.0786,49.27255511,-122.9764584,0
0.628542,0.1979,0.9132,0.4417,0.588,0.2135,0.1345,-0.3263,0.2978,0.0786,49.27255511,-122.9764584,0
0.631532,0.1979,0.9132,0.4417,0.588,0.2135,0.1345,-0.3263,0.2978,0.0786,49.27255511,-122.9764584,0
0.649948,0.1979,0.9132,0.4417,0.588,0.2135,0.1345,-0.3263,0.2978,0.0786,49.27255511,-122.9764584,0
0.652685,0.1346,0.9169,0.3937,0.588,0.2135,0.1345,-0.3263,0.2978,0.0786,49.27255511,-122.9764584,0
0.655759,0.1346,0.9169,0.3937,0.588,0.2135,0.1345,-0.2903,0.024,0.0977,49.27255511,-122.9764584,0
0.668027,0.044,0.8958,0.4397,0.588,0.2135,0.1345,-0.2903,0.024,0.0977,49.27255511,-122.9764584,0
0.6758,0.044,0.8958,0.4397,-0.6253,-0.2494,0.2251,-0.2903,0.024,0.0977,49.27255511,-122.9764584,0
0.71138,0.044,0.8958,0.4397,-0.6253,-0.2494,0.2251,-0.2903,0.024,0.0977,49.27255511,-122.9764584,0
0.713646,0.0463,0.8833,0.3842,-0.6253,-0.2494,0.2251,-0.2903,0.024,0.0977,49.27255511,-122.9764584,0
0.715501,0.0878,0.8602,0.3667,-0.6253,-0.2494,0.2251,-0.2903,0.024,0.0977,49.27255511,-122.9764584,0
0.724849,0.0878,0.8602,0.3667,-0.6253,-0.2494,0.2251,-0.2323,0.3819,0.0721,49.27255511,-122.9764584,0
0.745544,0.0878,0.8602,0.3667,0.6326,0.1498,0.456,-0.2323,0.3819,0.0721,49.27255511,-122.9764584,0
0.748054,0.1267,0.9047,0.3753,0.6326,0.1498,0.456,-0.2323,0.3819,0.0721,49.27255511,-122.9764584,0
0.749669,0.0271,0.8811,0.4568,0.6326,0.1498,0.456,-0.2323,0.3819,0.0721,49.27255511,-122.9764584,0
0.771221,0.0271,0.8811,0.4568,0.6326,0.1498,0.456,-0.2323,0.3819,0.0721,49.27255511,-122.9764584,0
0.774482,-0.0192,0.8726,0.44,0.6326,0.1498,0.456,-0.2323,0.3819,0.0721,49.27255511,-122.9764584,0
0.792673,-0.0192,0.8726,0.44,0.6326,0.1498,0.456,-0.1985,0.5611,0.0195,49.27255511,-122.9764584,0
0.795988,0.033,0.8526,0.4143,0.6326,0.1498,0.456,-0.1985,0.5611,0.0195,49.27255511,-122.9764584,0
0.809467,0.0179,0.8709,0.4091,0.6326,0.1498,0.456,-0.1985,0.5611,0.0195,49.27255511,-122.9764584,0
0.813711,0.0179,0.8709,0.4091,0.6326,0.1498,0.456,-0.1985,0.5611,0.0195,49.27255511,-122.9764584,0
0.816172,0.0179,0.8709,0.4091,0.3752,-0.0171,0.0431,-0.1985,0.5611,0.0195,49.27255511,-122.9764584,0
0.851293,0.0179,0.8709,0.4091,0.3752,-0.0171,0.0431,-0.1985,0.5611,0.0195,49.27255511,-122.9764584,0
0.855252,0.0407,0.8639,0.4637,0.3752,-0.0171,0.0431,-0.1985,0.5611,0.0195,49.27255511,-122.9764584,0
0.858983,0.0591,0.8328,0.4845,0.3752,-0.0171,0.0431,-0.1985,0.5611,0.0195,49.27255511,-122.9764584,0
0.861749,0.0591,0.8328,0.4845,0.3752,-0.0171,0.0431,-0.0974,0.2272,-0.0049,49.27255511,-122.9764584,0
0.872006,0.0276,0.837,0.4233,0.3752,-0.0171,0.0431,-0.0974,0.2272,-0.0049,49.27255511,-122.9764584,0
0.882584,0.0276,0.837,0.4233,-0.1548,-0.1225,0.2204,-0.0974,0.2272,-0.0049,49.27255511,-122.9764584,0
0.88564,0.0784,0.8686,0.4198,-0.1548,-0.1225,0.2204,-0.0974,0.2272,-0.0049,49.27255511,-122.9764584,0
0.913804,0.0784,0.8686,0.4198,-0.1548,-0.1225,0.2204,-0.0974,0.2272,-0.0049,49.27255511,-122.9764584,0
0.916359,0.0539,0.8706,0.45,-0.1548,-0.1225,0.2204,-0.0974,0.2272,-0.0049,49.27255511,-122.9764584,0
0.92867,0.0539,0.8706,0.45,-0.1548,-0.1225,0.2204,0.0113,0.0087,-0.0469,49.27255511,-122.9764584,0
0.930696,0.037,0.8681,0.4637,-0.1548,-0.1225,0.2204,0.0113,0.0087,-0.0469,49.27255511,-122.9764584,0
0.949746,0.037,0.8681,0.4637,0.275,-0.2586,0.3663,0.0113,0.0087,-0.0469,49.27255511,-122.9764584,0
0.953883,0.0345,0.8748,0.4276,0.275,-0.2586,0.3663,0.0113,0.0087,-0.0469,49.27255511,-122.9764584,0
0.970309,0.0345,0.8748,0.4276,0.275,-0.2586,0.3663,0.0113,0.0087,-0.0469,49.27255511,-122.9764584,0
0.973731,0.0265,0.8752,0.3944,0.275,-0.2586,0.3663,0.0113,0.0087,-0.0469,49.27255511,-122.9764584,0
0.994087,-0.0221,0.8733,0.4117,0.275,-0.2586,0.3663,0.0113,0.0087,-0.0469,49.27255511,-122.9764584,0
0.997166,-0.0221,0.8733,0.4117,0.275,-0.2586,0.3663,0.0113,0.0087,-0.0469,49.27255512,-122.9764584,0
0.999803,-0.0221,0.8733,0.4117,0.275,-0.2586,0.3663,0.0423,-0.0505,-0.1026,49.27255512,-122.9764584,0
1.001927,-0.0159,0.8759,0.4517,0.275,-0.2586,0.3663,0.0423,-0.0505,-0.1026,49.27255512,-122.9764584,0
1.018833,0.0021,0.8834,0.4356,0.275,-0.2586,0.3663,0.0423,-0.0505,-0.1026,49.27255512,-122.9764584,0
1.020649,0.0021,0.8834,0.4356,0.1707,-0.0356,0.2821,0.0423,-0.0505,-0.1026,49.27255512,-122.9764584,0
1.045999,-0.0095,0.8859,0.3815,0.1707,-0.0356,0.2821,0.0423,-0.0505,-0.1026,49.27255512,-122.9764584,0
1.051502,-0.0095,0.8859,0.3815,0.1707,-0.0356,0.2821,0.0423,-0.0505,-0.1026,49.27255512,-122.9764584,0
1.063138,-0.0095,0.8859,0.3815,0.1707,-0.0356,0.2821,0.0353,-0.0009,-0.0434,49.27255512,-122.9764584,0
1.066089,-0.0031,0.886,0.386,0.1707,-0.0356,0.2821,0.0353,-0.0009,-0.0434,49.27255512,-122.9764584,0
1.08319,0.0072,0.8703,0.4227,0.1707,-0.0356,0.2821,0.0353,-0.0009,-0.0434,49.27255512,-122.9764584,0
1.08594,0.0072,0.8703,0.4227,-0.2626,0.0076,0.1869,0.0353,-0.0009,-0.0434,49.27255512,-122.9764584,0
1.112141,0.0072,0.8703,0.4227,-0.2626,0.0076,0.1869,0.0353,-0.0009,-0.0434,49.27255512,-122.9764584,0
1.114447,0.0342,0.8759,0.4355,-0.2626,0.0076,0.1869,0.0353,-0.0009,-0.0434,49.27255512,-122.9764584,0
1.131877,0.0342,0.8759,0.4355,-0.2626,0.0076,0.1869,0.0473,-0.0475,-0.0405,49.27255512,-122.9764584,0
1.134159,0.0505,0.8739,0.4232,-0.2626,0.0076,0.1869,0.0473,-0.0475,-0.0405,49.27255512,-122.9764584,0
1.151844,0.0386,0.8643,0.4285,-0.2626,0.0076,0.1869,0.0473,-0.0475,-0.0405,49.27255512,-122.9764584,0
1.154301,-0.0161,0.872,0.4342,-0.2626,0.0076,0.1869,0.0473,-0.0475,-0.0405,49.27255512,-122.9764584,0
1.156137,-0.0161,0.872,0.4342,-0.1417,0.0208,-0.0436,0.0473,-0.0475,-0.0405,49.27255512,-122.9764584,0
1.169864,-0.0161,0.872,0.4342,-0.1417,0.0208,-0.0436,0.0473,-0.0475,-0.0405,49.27255512,-122.9764584,0
1.174528,-0.0161,0.872,0.4342,-0.1417,0.0208,-0.0436,0.0473,-0.0475,-0.0405,49.27255512,-122.9764584,0
1.178552,-0.0104,0.884,0.4335,-0.1417,0.0208,-0.0436,0.0473,-0.0475,-0.0405,49.27255512,-122.9764584,0
1.199516,-0.0104,0.884,0.4335,-0.1417,0.0208,-0.0436,0.0786,-0.0383,-0.0363,49.27255512,-122.9764584,0
1.202281,0.0165,0.8834,0.4018,-0.1417,0.0208,-0.0436,0.0786,-0.0383,-0.0363,49.27255512,-122.9764584,0
1.217701,-0.0072,0.8995,0.4031,-0.1417,0.0208,-0.0436,0.0786,-0.0383,-0.0363,49.27255512,-122.9764584,0
1.220701,-0.0072,0.8995,0.4031,0.103,-0.0728,0.2327,0.0786,-0.0383,-0.0363,49.27255512,-122.9764584,0
1.250319,-0.0072,0.8995,0.4031,0.103,-0.0728,0.2327,0.0786,-0.0383,-0.0363,49.27255512,-122.9764584,0
1.253385,-0.021,0.9238,0.4134,0.103,-0.0728,0.2327,0.0786,-0.0383,-0.0363,49.27255512,-122.9764584,0
1.255921,-0.0126,0.9116,0.442,0.103,-0.0728,0.2327,0.0786,-0.0383,-0.0363,49.27255512,-122.9764584,0
1.267004,-0.0126,0.9116,0.442,0.103,-0.0728,0.2327,0.1399,-0.0939,-0.0229,49.27255512,-122.9764584,0
1.284643,-0.0552,0.8524,0.4534,0.103,-0.0728,0.2327,0.1399,-0.0939,-0.0229,49.27255512,-122.9764584,0
1.288437,-0.0254,0.8424,0.4731,0.103,-0.0728,0.2327,0.1399,-0.0939,-0.0229,49.27255512,-122.9764584,0
1.291183,-0.0254,0.8424,0.4731,-0.1666,0.108,0.1071,0.1399,-0.0939,-0.0229,49.27255512,-122.9764584,0
1.310947,-0.0254,0.8424,0.4731,-0.1666,0.108,0.1071,0.1399,-0.0939,-0.0229,49.27255512,-122.9764584,0
1.314953,0.1007,0.8425,0.5176,-0.1666,0.108,0.1071,0.1399,-0.0939,-0.0229,49.27255512,-122.9764584,0
1.333925,0.1007,0.8425,0.5176,-0.1666,0.108,0.1071,0.3314,-0.3732,-0.0667,49.27255512,-122.9764584,0
1.337735,0.1164,0.8132,0.5202,-0.1666,0.108,0.1071,0.3314,-0.3732,-0.0667,49.27255512,-122.9764584,0
1.354645,0.0601,0.831,0.5285,-0.1666,0.108,0.1071,0.3314,-0.3732,-0.0667,49.27255512,-122.9764584,0
1.358962,0.0601,0.831,0.5285,-0.1666,0.108,0.1071,0.3314,-0.3732,-0.0667,49.27255512,-122.9764584,0
1.361859,0.0601,0.831,0.5285,-0.4084,-0.0975,0.5381,0.3314,-0.3732,-0.0667,49.27255512,-122.9764584,0
1.370031,0.0601,0.831,0.5285,-0.4084,-0.0975,0.5381,0.3314,-0.3732,-0.0667,49.27255512,-122.9764584,0
1.373041,0.145,0.8508,0.458,-0.4084,-0.0975,0.5381,0.3314,-0.3732,-0.0667,49.27255512,-122.9764584,0
1.401192,0.1831,0.8526,0.4669,-0.4084,-0.0975,0.5381,0.3314,-0.3732,-0.0667,49.27255512,-122.9764584,0
1.404672,0.1831,0.8526,0.4669,-0.4084,-0.0975,0.5381,0.6165,-0.5681,-0.2937,49.27255512,-122.9764584,0
1.412344,0.0664,0.8983,0.4219,-0.4084,-0.0975,0.5381,0.6165,-0.5681,-0.2937,49.27255512,-122.9764584,0
1.420797,-0.0784,0.9595,0.5095,-0.4084,-0.0975,0.5381,0.6165,-0.5681,-0.2937,49.27255512,-122.9764584,0
1.424258,-0.0784,0.9595,0.5095,0.7561,-0.608,1.3397,0.6165,-0.5681,-0.2937,49.27255512,-122.9764584,0
1.451082,-0.0784,0.9595,0.5095,0.7561,-0.608,1.3397,0.6165,-0.5681,-0.2937,49.27255512,-122.9764584,0
1.455176,-0.1171,0.8418,0.3383,0.7561,-0.608,1.3397,0.6165,-0.5681,-0.2937,49.27255512,-122.9764584,0
1.469871,-0.057,0.8311,0.5166,0.7561,-0.608,1.3397,0.6165,-0.5681,-0.2937,49.27255512,-122.9764584,0
1.47373,-0.057,0.8311,0.5166,0.7561,-0.608,1.3397,0.8787,-0.3424,-0.5689,49.27255512,-122.9764584,0
1.483689,0.0865,0.8271,0.4149,0.7561,-0.608,1.3397,0.8787,-0.3424,-0.5689,49.27255512,-122.9764584,0
1.48875,0.0865,0.8271,0.4149,0.6318,-0.1804,1.2847,0.8787,-0.3424,-0.5689,49.27255512,-122.9764584,0
1.510664,0.0865,0.8271,0.4149,0.6318,-0.1804,1.2847,0.8787,-0.3424,-0.5689,49.27255512,-122.9764584,0
1.51404,0.0788,0.9856,0.2347,0.6318,-0.1804,1.2847,0.8787,-0.3424,-0.5689,49.27255512,-122.9764584,0
1.529339,-0.0952,0.9804,0.1758,0.6318,-0.1804,1.2847,0.8787,-0.3424,-0.5689,49.27255512,-122.9764584,0
1.534372,-0.0952,0.9804,0.1758,0.6318,-0.1804,1.2847,0.8787,-0.3424,-0.5689,49.27255512,-122.9764584,0
1.537203,-0.0952,0.9804,0.1758,0.6318,-0.1804,1.2847,0.8787,-0.3424,-0.5689,49.27255512,-122.9764584,0
1.5399,-0.0952,0.9804,0.1758,0.6318,-0.1804,1.2847,1.0841,0.1965,-0.4842,49.27255512,-122.9764584,0
1.550117,-0.0848,0.8872,0.2531,0.6318,-0.1804,1.2847,1.0841,0.1965,-0.4842,49.27255512,-122.9764584,0
1.557714,0.182,0.9296,0.2162,0.6318,-0.1804,1.2847,1.0841,0.1965,-0.4842,49.27255512,-122.9764584,0
1.56036,0.182,0.9296,0.2162,0.1531,-0.7578,1.1639,1.0841,0.1965,-0.4842,49.27255512,-122.9764584,0
1.570725,0.182,0.9296,0.2162,0.1531,-0.7578,1.1639,1.0841,0.1965,-0.4842,49.27255512,-122.9764584,0
1.601577,0.1836,0.9843,0.1143,0.1531,-0.7578,1.1639,1.0841,0.1965,-0.4842,49.27255512,-122.9764584,0
1.605265,-0.1096,0.8747,0.0325,0.1531,-0.7578,1.1639,1.0841,0.1965,-0.4842,49.27255512,-122.9764584,0
1.608197,-0.1096,0.8747,0.0325,0.1531,-0.7578,1.1639,1.2461,0.4244,-0.5725,49.27255512,-122.9764584,0
1.617145,-0.2222,0.8253,0.0043,0.1531,-0.7578,1.1639,1.2461,0.4244,-0.5725,49.27255512,-122.9764584,0
1.624021,-0.2222,0.8253,0.0043,0.5719,-0.0195,0.0484,1.2461,0.4244,-0.5725,49.27255512,-122.9764584,0
1.651223,-0.2222,0.8253,0.0043,0.5719,-0.0195,0.0484,1.2461,0.4244,-0.5725,49.27255512,-122.9764584,0
1.653626,-0.1594,0.8653,0.1267,0.5719,-0.0195,0.0484,1.2461,0.4244,-0.5725,49.27255512,-122.9764584,0
1.664021,-0.134,0.9565,0.0829,0.5719,-0.0195,0.0484,1.2461,0.4244,-0.5725,49.27255512,-122.9764584,0
1.673687,-0.134,0.9565,0.0829,0.5719,-0.0195,0.0484,1.1641,0.348,-0.5551,49.27255512,-122.9764584,0
1.686443,-0.1579,0.9913,-0.0522,0.5719,-0.0195,0.0484,1.1641,0.348,-0.5551,49.27255512,-122.9764584,0
1.692749,-0.2128,0.9604,-0.1203,0.5719,-0.0195,0.0484,1.1641,0.348,-0.5551,49.27255512,-122.9764584,0
1.696645,-0.2128,0.9604,-0.1203,0.2879,-0.6384,-0.5978,1.1641,0.348,-0.5551,49.27255512,-122.9764584,0
1.708893,-0.2128,0.9604,-0.1203,0.2879,-0.6384,-0.5978,1.1641,0.348,-0.5551,49.27255512,-122.9764584,0
1.712616,-0.2128,0.9604,-0.1203,0.2879,-0.6384,-0.5978,1.1641,0.348,-0.5551,49.27255512,-122.9764584,0
1.734946,-0.2517,0.8593,-0.1249,0.2879,-0.6384,-0.5978,1.1641,0.348,-0.5551,49.27255512,-122.9764584,0
1.738503,-0.2393,0.9218,-0.181,0.2879,-0.6384,-0.5978,1.1641,0.348,-0.5551,49.27255512,-122.9764584,0
1.74058,-0.2393,0.9218,-0.181,0.2879,-0.6384,-0.5978,1.0061,0.1626,-0.399,49.27255512,-122.9764584,0
1.752821,-0.1503,1.0076,-0.1833,0.2879,-0.6384,-0.5978,1.0061,0.1626,-0.399,49.27255512,-122.9764584,0
1.759398,-0.1503,1.0076,-0.1833,-0.3074,-0.0053,-0.5332,1.0061,0.1626,-0.399,49.27255512,-122.9764584,0
1.770174,-0.1503,1.0076,-0.1833,-0.3074,-0.0053,-0.5332,1.0061,0.1626,-0.399,49.27255512,-122.9764584,0
1.773375,-0.0022,0.9447,-0.1156,-0.3074,-0.0053,-0.5332,1.0061,0.1626,-0.399,49.27255512,-122.9764584,0
1.80848,0.0016,0.9056,-0.0422,-0.3074,-0.0053,-0.5332,1.0061,0.1626,-0.399,49.27255512,-122.9764584,0
1.811102,0.0016,0.9056,-0.0422,-0.3074,-0.0053,-0.5332,0.7086,0.1904,-0.5233,49.27255512,-122.9764584,0
1.818843,-0.0923,0.9359,-0.0444,-0.3074,-0.0053,-0.5332,0.7086,0.1904,-0.5233,49.27255512,-122.9764584,0
1.827452,-0.0923,0.9359,-0.0444,-0.2957,-0.1796,-1.3792,0.7086,0.1904,-0.5233,49.27255512,-122.9764584,0
1.830709,-0.3137,0.986,-0.1635,-0.2957,-0.1796,-1.3792,0.7086,0.1904,-0.5233,49.27255512,-122.9764584,0
1.850738,-0.3137,0.986,-0.1635,-0.2957,-0.1796,-1.3792,0.7086,0.1904,-0.5233,49.27255512,-122.9764584,0
1.855256,-0.4703,0.9097,-0.1847,-0.2957,-0.1796,-1.3792,0.7086,0.1904,-0.5233,49.27255512,-122.9764584,0
1.87732,-0.4703,0.9097,-0.1847,-0.2957,-0.1796,-1.3792,0.6509,0.106,-0.5056,49.27255512,-122.9764584,0
1.881612,-0.3844,0.8875,-0.1803,-0.2957,-0.1796,-1.3792,0.6509,0.106,-0.5056,49.27255512,-122.9764584,0
1.888769,-0.3844,0.8875,-0.1803,-0.2957,-0.1796,-1.3792,0.6509,0.106,-0.5056,49.27255512,-122.9764584,0
1.89158,-0.3807,0.8807,-0.1141,-0.2957,-0.1796,-1.3792,0.6509,0.106,-0.5056,49.27255512,-122.9764584,0
1.894171,-0.3807,0.8807,-0.1141,0.8184,-0.0403,-0.2218,0.6509,0.106,-0.5056,49.27255512,-122.9764584,0
1.911358,-0.3553,0.8953,-0.1122,0.8184,-0.0403,-0.2218,0.6509,0.106,-0.5056,49.27255512,-122.9764584,0
1.914597,-0.3553,0.8953,-0.1122,0.8184,-0.0403,-0.2218,0.6509,0.106,-0.5056,49.27255512,-122.9764584,0
1.930871,0.0023,1.1087,-0.117,0.8184,-0.0403,-0.2218,0.6509,0.106,-0.5056,49.27255512,-122.9764584,0
1.943751,0.0023,1.1087,-0.117,0.8184,-0.0403,-0.2218,0.6235,-0.5605,-0.4418,49.27255512,-122.9764584,0
1.957637,0.156,1.0263,-0.094,0.8184,-0.0403,-0.2218,0.6235,-0.5605,-0.4418,49.27255512,-122.9764584,0
1.962689,-0.0535,0.827,-0.1752,0.8184,-0.0403,-0.2218,0.6235,-0.5605,-0.4418,49.27255512,-122.9764584,0
1.965934,-0.0535,0.827,-0.1752,-1.7844,-0.4437,-0.4861,0.6235,-0.5605,-0.4418,49.27255512,-122.9764584,0
1.97272,-0.0535,0.827,-0.1752,-1.7844,-0.4437,-0.4861,0.6235,-0.5605,-0.4418,49.27255512,-122.9764584,0
2.012555,-0.0535,0.827,-0.1752,-1.7844,-0.4437,-0.4861,0.5992,-0.3891,-0.804,49.27255512,-122.9764584,0
2.015133,-0.3855,0.7207,-0.3785,-1.7844,-0.4437,-0.4861,0.5992,-0.3891,-0.804,49.27255512,-122.9764584,0
2.018325,-0.3056,0.9259,-0.3706,-1.7844,-0.4437,-0.4861,0.5992,-0.3891,-0.804,49.27255512,-122.9764584,0
2.032083,-0.3056,0.9259,-0.3706,2.4187,0.5873,0.0721,0.5992,-0.3891,-0.804,49.27255512,-122.9764584,0
2.034362,0.0415,1.092,-0.104,2.4187,0.5873,0.0721,0.5992,-0.3891,-0.804,49.27255512,-122.9764584,0
2.047167,0.0528,0.9679,-0.1187,2.4187,0.5873,0.0721,0.5992,-0.3891,-0.804,49.27255512,-122.9764584,0
2.053075,0.0528,0.9679,-0.1187,2.4187,0.5873,0.0721,0.5992,-0.3891,-0.804,49.27255512,-122.9764584,0
2.070721,-0.2912,0.8821,-0.3738,2.4187,0.5873,0.0721,0.5992,-0.3891,-0.804,49.27255512,-122.9764584,0
2.075018,-0.2912,0.8821,-0.3738,2.4187,0.5873,0.0721,0.5992,-0.3891,-0.804,49.27255512,-122.9764584,0
2.078672,-0.2912,0.8821,-0.3738,2.4187,0.5873,0.0721,0.5528,-0.3036,-1.3298,49.27255512,-122.9764584,0
2.086335,-0.3773,0.8531,-0.2726,2.4187,0.5873,0.0721,0.5528,-0.3036,-1.3298,49.27255512,-122.9764584,0
